Post Title,Post Url,Download Link,Date Posted
Lyta – Bee,https://justnaija.com/music-download/lyta-bee-m6738/,https://justnaija.com/music/download/6738/,2022-08-12T17:18:36+01:00
Tems – No Woman No Cry,https://justnaija.com/music-download/tems-no-woman-no-cry-m6737/,https://justnaija.com/music/download/6737/,2022-08-12T17:18:37+01:00
DJ Tunez – FDP (Fire Di Party) ft. AV,https://justnaija.com/music-download/dj-tunez-fdp-fire-di-party-ft-av-m6736/,https://justnaija.com/music/download/6736/,2022-08-12T17:18:38+01:00
May D – Life,https://justnaija.com/music-download/may-d-life-m6735/,https://justnaija.com/music/download/6735/,2022-08-12T17:18:41+01:00
M.I Abaga – The Guy,https://justnaija.com/music-download/mi-abaga-the-guy-01-m6734/,https://justnaija.com/music/download/6734/,2022-08-12T17:18:42+01:00
King Promise – 10 Toes ft. Omah Lay,https://justnaija.com/music-download/king-promise-10-toes-ft-omah-lay-01-m6733/,https://justnaija.com/music/download/6733/,2022-08-12T17:18:44+01:00
Gyakie – WAKA WAKA,https://justnaija.com/music-download/gyakie-waka-waka-m6732/,https://justnaija.com/music/download/6732/,2022-08-12T17:18:45+01:00
Gyakie – FLAMES ft. Davido,https://justnaija.com/music-download/gyakie-flames-ft-davido-m6731/,https://justnaija.com/music/download/6731/,2022-08-12T17:18:46+01:00
Gyakie – FAR AWAY,https://justnaija.com/music-download/gyakie-far-away-m6730/,https://justnaija.com/music/download/6730/,2022-08-12T17:18:47+01:00
Gyakie – AUDIENCE ft. Song Bird,https://justnaija.com/music-download/gyakie-audience-ft-song-bird-m6729/,https://justnaija.com/music/download/6729/,2022-08-12T17:18:48+01:00
Magixx – Forever,https://justnaija.com/music-download/magixx-forever-m6728/,https://justnaija.com/music/download/6728/,2022-08-12T17:18:50+01:00
Magixx – Weekenjoyment,https://justnaija.com/music-download/magixx-weekenjoyment-m6727/,https://justnaija.com/music/download/6727/,2022-08-12T17:18:51+01:00
Magixx – All Over,https://justnaija.com/music-download/magixx-all-over-m6726/,https://justnaija.com/music/download/6726/,2022-08-12T17:08:17+01:00
P-Square – Find Somebody,https://justnaija.com/music-download/p-square-find-somebody-m6725/,https://justnaija.com/music/download/6725/,2022-08-12T17:18:53+01:00
P-Square – Jaiye (Ihe Geme),https://justnaija.com/music-download/p-square-jaiye-ihe-geme-m6724/,https://justnaija.com/music/download/6724/,2022-08-12T17:18:55+01:00
Cheque – Holy Gee,https://justnaija.com/music-download/cheque-holy-gee-01-m6723/,https://justnaija.com/music/download/6723/,2022-08-12T17:18:57+01:00
BNXN (Buju) – Kenkele ft. Wande Coal,https://justnaija.com/music-download/bnxn-buju-kenkele-ft-wande-coal-m6722/,https://justnaija.com/music/download/6722/,2022-08-12T17:15:43+01:00
Magixx – Shaye,https://justnaija.com/music-download/magixx-shaye-m6721/,https://justnaija.com/music/download/6721/,2022-08-12T17:18:59+01:00
Waje – All Day ft. Tiwa Savage,https://justnaija.com/music-download/waje-all-day-ft-tiwa-savage-m6720/,https://justnaija.com/music/download/6720/,2022-08-12T17:19:00+01:00
Adekunle Gold – 5 Star,https://justnaija.com/music-download/adekunle-gold-5-star-02-m6719/,https://justnaija.com/music/download/6719/,2022-08-12T17:19:01+01:00
DJ Tunez – Already ft. Amexin,https://justnaija.com/music-download/dj-tunez-already-ft-amexin-m6718/,https://justnaija.com/music/download/6718/,2022-08-12T17:19:02+01:00
Guchi – Speedometer,https://justnaija.com/music-download/guchi-speedometer-m6717/,https://justnaija.com/music/download/6717/,2022-08-12T17:19:03+01:00
Olakira – Polongo,https://justnaija.com/music-download/olakira-polongo-m6716/,https://justnaija.com/music/download/6716/,2022-08-12T17:19:04+01:00
Chike – Hard To Find ft. Flavour,https://justnaija.com/music-download/chike-hard-to-find-ft-flavour-m6715/,https://justnaija.com/music/download/6715/,2022-08-12T17:15:27+01:00
Iyanya – Like ft. Davido & Kizz Daniel,https://justnaija.com/music-download/iyanya-like-ft-davido-kizz-daniel-m6714/,https://justnaija.com/music/download/6714/,2022-08-12T17:19:07+01:00
DJ Tunez & Amexin - Already,https://justnaija.com/music-download/dj-tunez-amexin-already-m6713/,https://justnaija.com/music/download/6713/,2022-08-12T17:19:08+01:00
Omah Lay – Purple Song,https://justnaija.com/music-download/omah-lay-purple-song-m6712/,https://justnaija.com/music/download/6712/,2022-08-12T17:19:09+01:00
Omah Lay – Tell Everybody ft. Tay Iwar,https://justnaija.com/music-download/omah-lay-tell-everybody-fttay-iwar-m6711/,https://justnaija.com/music/download/6711/,2022-08-12T17:19:10+01:00
Omah Lay – How to Luv,https://justnaija.com/music-download/omah-lay-how-to-luv-m6709/,https://justnaija.com/music/download/6709/,2022-08-12T17:19:11+01:00
Omah Lay – Temptations,https://justnaija.com/music-download/omah-lay-temptations-m6708/,https://justnaija.com/music/download/6708/,2022-08-12T17:19:12+01:00
Omah Lay – Safe Haven,https://justnaija.com/music-download/omah-lay-safe-haven-01-m6707/,https://justnaija.com/music/download/6707/,2022-08-12T17:19:14+01:00
Omah Lay – Soso,https://justnaija.com/music-download/omah-lay-soso-m6706/,https://justnaija.com/music/download/6706/,2022-08-12T17:19:15+01:00
Omah Lay – I,https://justnaija.com/music-download/omah-lay-i-m6705/,https://justnaija.com/music/download/6705/,2022-08-12T17:19:16+01:00
Omah Lay – Recognize,https://justnaija.com/music-download/omah-lay-recognize-m6704/,https://justnaija.com/music/download/6704/,2022-08-12T17:19:17+01:00
Omah Lay – Never Forget,https://justnaija.com/music-download/omah-lay-never-forget-01-m6703/,https://justnaija.com/music/download/6703/,2022-08-12T17:19:19+01:00
Yemi Alade – Begging,https://justnaija.com/music-download/yemi-alade-begging-m6702/,https://justnaija.com/music/download/6702/,2022-08-12T17:19:20+01:00
Fireboy DML – Bandana ft. Asake,https://justnaija.com/music-download/fireboy-dml-bandana-ft-asake-05-m6701/,https://justnaija.com/music/download/6701/,2022-08-12T17:19:21+01:00
Bad Boy Timz – Iz Going,https://justnaija.com/music-download/bad-boy-timz-iz-going-m6700/,https://justnaija.com/music/download/6700/,2022-08-12T17:19:23+01:00
Joeboy - Spiritual Gbedu,https://justnaija.com/music-download/joeboy-spiritual-gbedu-m6698/,https://justnaija.com/music/download/6698/,2022-08-12T17:19:24+01:00
Cobhams Asuquo – Elephant Man,https://justnaija.com/music-download/cobhams-asuquo-elephant-man-02-m6697/,https://justnaija.com/music/download/6697/,2022-08-12T17:19:25+01:00
D Jay – Balance It,https://justnaija.com/music-download/d-jay-balance-it-m6696/,https://justnaija.com/music/download/6696/,2022-08-12T17:19:26+01:00
Bello Falcao – Dibango Dibanga,https://justnaija.com/music-download/bello-falcao-dibango-dibanga-m6695/,https://justnaija.com/music/download/6695/,2022-08-12T17:05:05+01:00
Nandy – Napona ft. Oxlade,https://justnaija.com/music-download/nandy-napona-ft-oxlade-m6694/,https://justnaija.com/music/download/6694/,2022-08-12T17:19:28+01:00
Barry Jhay – Time Zone,https://justnaija.com/music-download/barry-jhay-time-zone-m6693/,https://justnaija.com/music/download/6693/,2022-08-12T17:19:30+01:00
AV – No Dey Form,https://justnaija.com/music-download/av-no-dey-form-m6692/,https://justnaija.com/music/download/6692/,2022-08-12T17:19:31+01:00
Chris Brown – Nobody Has To Know ft. Davido,https://justnaija.com/music-download/chris-brown-nobody-has-to-know-ft-davido-m6691/,https://justnaija.com/music/download/6691/,2022-08-12T17:14:55+01:00
Korede Bello – Bella,https://justnaija.com/music-download/korede-bello-bella-m6690/,https://justnaija.com/music/download/6690/,2022-08-12T17:19:34+01:00
Burna Boy – Glory ft. Ladysmith Black Mambazo,https://justnaija.com/music-download/burna-boy-glory-ft-ladysmith-black-mambazo-02-m6689/,https://justnaija.com/music/download/6689/,2022-08-12T17:19:35+01:00
"Burna Boy – Love, Damini (Song) ft. Ladysmith Black Mambazo",https://justnaija.com/music-download/burna-boy-love-damini-song-ft-ladysmith-black-mambazo-02-m6688/,https://justnaija.com/music/download/6688/,2022-08-12T17:10:49+01:00
Burna Boy – How Bad Could It Be,https://justnaija.com/music-download/burna-boy-how-bad-could-it-be-m6687/,https://justnaija.com/music/download/6687/,2022-08-12T17:19:37+01:00
Burna Boy – Rollercoaster ft. J Balvin,https://justnaija.com/music-download/burna-boy-rollercoaster-ft-j-balvin-02-m6686/,https://justnaija.com/music/download/6686/,2022-08-12T17:19:38+01:00
Burna Boy – Solid ft. Blxst & Kehlani,https://justnaija.com/music-download/burna-boy-solid-ft-blxst-kehlani-02-m6685/,https://justnaija.com/music/download/6685/,2022-08-12T17:19:39+01:00
Burna Boy – Toni-Ann Singh ft. Popcaan,https://justnaija.com/music-download/burna-boy-toni-ann-singh-ft-popcaan-02-m6684/,https://justnaija.com/music/download/6684/,2022-08-12T17:19:40+01:00
Burna Boy – Dirty Secrets,https://justnaija.com/music-download/burna-boy-dirty-secrets-02-m6683/,https://justnaija.com/music/download/6683/,2022-08-12T17:19:41+01:00
Burna Boy – It's Plenty,https://justnaija.com/music-download/burna-boy-its-plenty-04-m6682/,https://justnaija.com/music/download/6682/,2022-08-12T17:19:43+01:00
Burna Boy – Cloak & Dagger ft. J Hus,https://justnaija.com/music-download/burna-boy-cloak-dagger-ft-j-hus-03-m6681/,https://justnaija.com/music/download/6681/,2022-08-12T17:19:44+01:00
Burna Boy – Whiskey,https://justnaija.com/music-download/burna-boy-whiskey-m6680/,https://justnaija.com/music/download/6680/,2022-08-12T17:19:45+01:00
Burna Boy – Jagele,https://justnaija.com/music-download/burna-boy-jagele-03-m6679/,https://justnaija.com/music/download/6679/,2022-08-12T17:19:47+01:00
Burna Boy – Vanilla,https://justnaija.com/music-download/burna-boy-vanilla-01-m6678/,https://justnaija.com/music/download/6678/,2022-08-12T17:19:48+01:00
Burna Boy – Wild Dreams ft. Khalid,https://justnaija.com/music-download/burna-boy-wild-dreams-ft-khalid-01-m6677/,https://justnaija.com/music/download/6677/,2022-08-12T17:19:49+01:00
Burna Boy – Common Person,https://justnaija.com/music-download/burna-boy-common-person-04-m6676/,https://justnaija.com/music/download/6676/,2022-08-12T17:19:50+01:00
Burna Boy – Science,https://justnaija.com/music-download/burna-boy-science-02-m6675/,https://justnaija.com/music/download/6675/,2022-08-12T17:19:51+01:00
Burna Boy – For My Hand ft. Ed Sheeran,https://justnaija.com/music-download/burna-boy-for-my-hand-ft-ed-sheeran-02-m6674/,https://justnaija.com/music/download/6674/,2022-08-12T17:19:52+01:00
Crayon – Ijo (Laba Laba),https://justnaija.com/music-download/crayon-ijo-laba-laba-m6673/,https://justnaija.com/music/download/6673/,2022-08-12T17:17:21+01:00
LAMB – Receipts ft. Kojo Cue,https://justnaija.com/music-download/lamb-receipts-ft-kojo-cue-m6672/,https://justnaija.com/music/download/6672/,2022-08-12T17:19:55+01:00
LAMB – Plus 254 ft. Bien & Khaligraph Jones,https://justnaija.com/music-download/lamb-plus-254-ft-bien-khaligraph-jones-m6671/,https://justnaija.com/music/download/6671/,2022-08-12T17:19:56+01:00
LAMB – Fears,https://justnaija.com/music-download/lamb-fears-m6670/,https://justnaija.com/music/download/6670/,2022-08-12T17:19:57+01:00
LAMB – Pray For The Crown,https://justnaija.com/music-download/lamb-pray-for-the-crown-m6669/,https://justnaija.com/music/download/6669/,2022-08-12T17:19:58+01:00
LAMB – The Last Cypher,https://justnaija.com/music-download/lamb-the-last-cypher-m6668/,https://justnaija.com/music/download/6668/,2022-08-12T17:19:59+01:00
LAMB – Chase The Designers,https://justnaija.com/music-download/lamb-chase-the-designers-m6667/,https://justnaija.com/music/download/6667/,2022-08-12T17:20:00+01:00
LAMB – Snapchat Vs Facebook ft. Chike,https://justnaija.com/music-download/lamb-snapchat-vs-facebook-ft-chike-m6666/,https://justnaija.com/music/download/6666/,2022-08-12T17:20:01+01:00
LAMB – Fame Sh*t ft. Psycho YP,https://justnaija.com/music-download/lamb-fame-sht-ft-psycho-yp-m6665/,https://justnaija.com/music/download/6665/,2022-08-12T17:20:01+01:00
LAMB – Groupies ft. Oxlade,https://justnaija.com/music-download/lamb-groupies-ft-oxlade-m6664/,https://justnaija.com/music/download/6664/,2022-08-12T17:20:02+01:00
LAMB – Badman Size,https://justnaija.com/music-download/lamb-badman-size-m6663/,https://justnaija.com/music/download/6663/,2022-08-12T17:20:03+01:00
Omah Lay - I'm a Mess,https://justnaija.com/music-download/omah-lay-im-a-mess-02-m6662/,https://justnaija.com/music/download/6662/,2022-08-12T17:20:04+01:00
Burna Boy – Different Size ft. Victony,https://justnaija.com/music-download/burna-boy-different-size-ft-victony-04-m6660/,https://justnaija.com/music/download/6660/,2022-08-12T17:20:06+01:00
Omah Lay - Bend You,https://justnaija.com/music-download/omah-lay-bend-you-01-m6659/,https://justnaija.com/music/download/6659/,2022-08-12T17:20:08+01:00
The Flowolf – Blood Hot ft. Kida Kudz & Dremo,https://justnaija.com/music-download/the-flowolf-blood-hot-ft-kida-kudz-dremo-m6658/,https://justnaija.com/music/download/6658/,2022-08-12T17:20:10+01:00
Raybekah – Ex Boyfriend,https://justnaija.com/music-download/raybekah-ex-boyfriend-m6657/,https://justnaija.com/music/download/6657/,2022-08-12T17:20:11+01:00
Victony - Many Man (A COLORS SHOW),https://justnaija.com/music-download/victony-many-man-a-colors-show-m6655/,https://justnaija.com/music/download/6655/,2022-08-12T17:20:12+01:00
Dremo – Monaco,https://justnaija.com/music-download/dremo-monaco-m6653/,https://justnaija.com/music/download/6653/,2022-08-12T17:20:13+01:00
Gyakie – FOR MY BABY,https://justnaija.com/music-download/gyakie-for-my-baby-m6652/,https://justnaija.com/music/download/6652/,2022-08-12T17:20:15+01:00
B Young – OCEAN ft. BNXN (Buju),https://justnaija.com/music-download/b-young-ocean-ft-bnxn-buju-m6651/,https://justnaija.com/music/download/6651/,2022-08-12T17:16:48+01:00
Ceeza Milli – Paper ft. Sammie Ca$h,https://justnaija.com/music-download/ceeza-milli-paper-ft-sammie-cah-m6650/,https://justnaija.com/music/download/6650/,2022-08-12T17:20:17+01:00
Ceeza Milli – Lessons,https://justnaija.com/music-download/ceeza-milli-lessons-m6649/,https://justnaija.com/music/download/6649/,2022-08-12T17:20:18+01:00
Ceeza Milli – M.O.M,https://justnaija.com/music-download/ceeza-milli-mom-m6648/,https://justnaija.com/music/download/6648/,2022-08-12T17:20:19+01:00
Ceeza Milli – Big Talk,https://justnaija.com/music-download/ceeza-milli-big-talk-m6647/,https://justnaija.com/music/download/6647/,2022-08-12T17:20:20+01:00
DJ Tunez – Custom Made,https://justnaija.com/music-download/dj-tunez-custom-made-m6645/,https://justnaija.com/music/download/6645/,2022-08-12T17:20:21+01:00
Timaya – Get My Money Right,https://justnaija.com/music-download/timaya-get-my-money-right-m6644/,https://justnaija.com/music/download/6644/,2022-08-12T17:20:22+01:00
KiDi – Blessed ft. Mavado,https://justnaija.com/music-download/kidi-blessed-ft-mavado-m6643/,https://justnaija.com/music/download/6643/,2022-08-12T17:20:23+01:00
Seyi Vibez – +234,https://justnaija.com/music-download/seyi-vibez-234-m6642/,https://justnaija.com/music/download/6642/,2022-08-12T17:20:25+01:00
Ayanfe – Heaven,https://justnaija.com/music-download/ayanfe-heaven-m6641/,https://justnaija.com/music/download/6641/,2022-08-12T17:20:26+01:00
Samthing Soweto – Amagents,https://justnaija.com/music-download/samthing-soweto-amagents-m6640/,https://justnaija.com/music/download/6640/,2022-08-12T17:20:27+01:00
Portable – Bye To Sapa Nation,https://justnaija.com/music-download/portable-bye-to-sapa-nation-m6639/,https://justnaija.com/music/download/6639/,2022-08-12T17:20:28+01:00
Lasmid – Friday Night,https://justnaija.com/music-download/lasmid-friday-night-m6638/,https://justnaija.com/music/download/6638/,2022-08-12T17:20:29+01:00
Oladips – Àjàlá Travel (Amapiano Remix),https://justnaija.com/music-download/oladips-ajala-travel-amapiano-remix-m6637/,https://justnaija.com/music/download/6637/,2022-08-12T17:20:31+01:00
Oladips – Ajala Travel (Fuji Remix) ft. Pasuma,https://justnaija.com/music-download/oladips-ajala-travel-fuji-remix-ft-pasuma-m6636/,https://justnaija.com/music/download/6636/,2022-08-12T17:20:32+01:00
Oladips – Àjàlá Travel (Wazobia Remix) ft. Zoro & ClassiQ,https://justnaija.com/music-download/oladips-ajala-travel-wazobia-remix-ft-zoro-classiq-m6635/,https://justnaija.com/music/download/6635/,2022-08-12T17:20:33+01:00
Oladips – Àjàlá Travel (Abuja Remix) ft. Odumodublvck & Magnito,https://justnaija.com/music-download/oladips-ajala-travel-abuja-remix-ft-odumodublvck-magnito-m6634/,https://justnaija.com/music/download/6634/,2022-08-12T17:20:34+01:00
Oladips – Ajàlá Travel (Super Remix) ft. Ice Prince,https://justnaija.com/music-download/oladips-ajala-travel-super-remix-ft-ice-prince-m6633/,https://justnaija.com/music/download/6633/,2022-08-12T17:20:34+01:00
Candy Bleakz – Sango,https://justnaija.com/music-download/candy-bleakz-sango-m6632/,https://justnaija.com/music/download/6632/,2022-08-12T17:20:35+01:00
Candy Bleakz – Atenu,https://justnaija.com/music-download/candy-bleakz-atenu-m6631/,https://justnaija.com/music/download/6631/,2022-08-12T17:20:36+01:00
Candy Bleakz – Dragon Anthem,https://justnaija.com/music-download/candy-bleakz-dragon-anthem-m6630/,https://justnaija.com/music/download/6630/,2022-08-12T17:20:37+01:00
Candy Bleakz – Water,https://justnaija.com/music-download/candy-bleakz-water-m6629/,https://justnaija.com/music/download/6629/,2022-08-12T17:20:39+01:00
Candy Bleakz – Red,https://justnaija.com/music-download/candy-bleakz-red-m6628/,https://justnaija.com/music/download/6628/,2022-08-12T17:20:40+01:00
MzVee – Abeg ft. Bella Shmurda,https://justnaija.com/music-download/mzvee-abeg-ft-bella-shmurda-m6627/,https://justnaija.com/music/download/6627/,2022-08-12T17:20:40+01:00
Moelogo – Nothing,https://justnaija.com/music-download/moelogo-nothing-m6626/,https://justnaija.com/music/download/6626/,2022-08-12T17:20:41+01:00
Jaido P – Reason Much,https://justnaija.com/music-download/jaido-p-reason-much-m6625/,https://justnaija.com/music/download/6625/,2022-08-12T17:20:42+01:00
MzVee – Dumebi ft. Yemi Alade,https://justnaija.com/music-download/mzvee-dumebi-ft-yemi-alade-m6624/,https://justnaija.com/music/download/6624/,2022-08-12T17:20:44+01:00
Balloranking – Elevate (Remix) ft. Bella Shmurda,https://justnaija.com/music-download/balloranking-elevate-remix-ft-bella-shmurda-m6623/,https://justnaija.com/music/download/6623/,2022-08-12T17:16:57+01:00
Papisnoop – Trip To DXB (Freestyle),https://justnaija.com/music-download/papisnoop-trip-to-dxb-freestyle-m6622/,https://justnaija.com/music/download/6622/,2022-08-12T17:20:45+01:00
BILS – Breakfast Anthem ft. Simi,https://justnaija.com/music-download/bils-breakfast-anthem-ft-simi-m6621/,https://justnaija.com/music/download/6621/,2022-08-12T17:20:46+01:00
"BILS – Reconsider ft. Ice Prince, Big Klef",https://justnaija.com/music-download/bils-reconsider-ft-ice-prince-big-klef-m6620/,https://justnaija.com/music/download/6620/,2022-08-12T17:20:47+01:00
Odumeje – Ike Billion Billion ft. Phyno,https://justnaija.com/music-download/odumeje-ike-billion-billion-ft-phyno-m6619/,https://justnaija.com/music/download/6619/,2022-08-12T17:20:48+01:00
Teni – Legendary,https://justnaija.com/music-download/teni-legendary-m6618/,https://justnaija.com/music/download/6618/,2022-08-12T17:20:49+01:00
Teni – Little (Love I Love),https://justnaija.com/music-download/teni-little-love-i-love-m6617/,https://justnaija.com/music/download/6617/,2022-08-12T17:20:51+01:00
Oladips – Àjàlá Travel ft Portable (Street Remix),https://justnaija.com/music-download/oladips-ajala-travel-ft-portable-street-remix-m6616/,https://justnaija.com/music/download/6616/,2022-08-12T17:20:52+01:00
Qdot – Emi Lo Kan,https://justnaija.com/music-download/qdot-emi-lo-kan-m6615/,https://justnaija.com/music/download/6615/,2022-08-12T17:20:53+01:00
"Portable – Amaka ft. Orezi, Li2 Doctor",https://justnaija.com/music-download/portable-amaka-ft-orezi-li2-doctor-m6614/,https://justnaija.com/music/download/6614/,2022-08-12T17:20:54+01:00
DaBaby – Showing Off Her Body ft. Davido,https://justnaija.com/music-download/dababy-showing-off-her-body-ft-davido-m6613/,https://justnaija.com/music/download/6613/,2022-08-12T17:20:55+01:00
Harrysong – Meta,https://justnaija.com/music-download/harrysong-meta-m6612/,https://justnaija.com/music/download/6612/,2022-08-12T17:20:57+01:00
BOJ – SEE ME (A COLORS SHOW),https://justnaija.com/music-download/boj-see-me-a-colors-show-m6611/,https://justnaija.com/music/download/6611/,2022-08-12T17:20:58+01:00
Chris Brown – Call Me Every Day ft. Wizkid,https://justnaija.com/music-download/chris-brown-call-me-every-day-ft-wizkid-02-m6610/,https://justnaija.com/music/download/6610/,2022-08-12T17:20:59+01:00
Ruger – Warning,https://justnaija.com/music-download/ruger-warning-02-m6609/,https://justnaija.com/music/download/6609/,2022-08-12T17:21:02+01:00
Ruger – Wewe,https://justnaija.com/music-download/ruger-wewe-03-m6608/,https://justnaija.com/music/download/6608/,2022-08-12T17:21:03+01:00
"Ckay – Watawi Ft. Davido, Focalistic & Abidoza",https://justnaija.com/music-download/ckay-watawi-ft-davido-focalistic-abidoza-03-m6607/,https://justnaija.com/music/download/6607/,2022-08-12T17:21:05+01:00
Ruger – Girlfriend,https://justnaija.com/music-download/ruger-girlfriend-03-m6606/,https://justnaija.com/music/download/6606/,2022-08-12T17:21:06+01:00
